0.041775364	0.035512645	-0.06653102	0.073715545	-0.04599171	-0.032362375	-0.06979247	-0.091285765	0.09083081	0.14893377	-0.00040799624	-0.059155088	-0.02028989	0.085981004	0.07689828	-0.072061494
-0.06548858	-0.10947681	-0.105946064	0.060476217	-0.06793967	-0.07894839	-0.044445075	-0.08452396	0.08033957	0.14904903	-0.039234016	-0.08624119	-0.11241768	0.13937394	0.10832431	0.0053014895
0.1933965	0.16688772	0.24780558	-0.15652627	0.23740721	0.19631432	0.22061987	0.20971647	-0.15543164	-0.16474342	0.24362382	0.15661119	0.23429619	-0.24400854	-0.19212396	-0.17312157
-0.16232686	-0.20869504	-0.20772277	0.2799659	-0.39129597	-0.295002	-0.20646234	-0.32500845	0.34130514	0.38681546	-0.24778345	-0.26731265	-0.2314331	0.36018893	0.36927474	0.14770053
0.015823593	-0.025099734	-0.015316259	0.046122357	-0.06336846	-0.03524097	0.030107679	-0.016711995	-0.011516796	0.092668325	-0.062276352	-0.034104284	-0.026490187	0.07718921	-0.019757772	0.035059255
-0.011685998	-0.027472615	-0.120780475	0.041455183	-0.14178148	-0.10614852	-0.06483409	-0.12176343	0.11110097	0.14159983	-0.12261819	-0.083770365	-0.041129485	0.07873531	0.08438114	0.0778869
0.060488295	0.085537024	0.10873912	-0.045698445	0.06211988	0.05137002	0.023620803	0.10361141	-0.09143999	-0.013908968	0.07981285	0.050823253	0.029987378	-0.060008172	-0.09263244	-0.08317106
0.0439812	0.072234906	0.056129448	-0.0079555055	-0.006062515	0.009688505	0.024705539	0.057912394	-0.082388	0.009613136	0.06114669	0.05675898	0.08227691	-0.0022923788	-0.012556362	-0.020175396
-0.04603379	-0.08457303	-0.0447	0.10068138	-0.109608516	-0.10427067	-0.08138085	-0.07671722	0.08577583	0.079123184	-0.02639575	-0.07552839	-0.032835808	0.085973576	0.07028055	0.05179234
-0.42374912	-0.47402388	-0.43916416	0.47557384	-0.5344987	-0.46570075	-0.45677894	-0.48370814	0.4424785	0.5385564	-0.45544544	-0.47360992	-0.4804934	0.46410072	0.47381318	0.38127
-0.70350724	-0.754232	-0.7414187	0.85011506	-0.87678975	-0.7931911	-0.820981	-0.8717581	0.87221235	1.0406536	-0.77242845	-0.795082	-0.77520776	0.90873545	0.8538315	0.5616379
0.45757332	0.46363962	0.4340714	-0.45521516	0.4761241	0.44701356	0.47869948	0.48795807	-0.47245103	-0.4444524	0.50902826	0.42553592	0.48827988	-0.51586115	-0.52972126	-0.4104932
